"meaning","dictionary","dictionary2","stage","word","date","linkFile","linkFile2","parent","role","phase","time2","order","loadFile","condition","seed"
4,NA,"broccoli_paprika_aardbei_appel_____________",-1,"walkdots","8_11_2016_121310","PH3_8_11_120042_CH1_parent-PH1_6_28_095126_CH1_parent-Start_4","PH3_8_11_120042_CH1_parent-PH1_6_28_095126_CH1_parent-Start_4","PH1_6_28_095126_CH1_parent-Start_4.lang","Part1","PH3","2016-08-11T10:13:10.558Z",9,"../Backups/ILMLEX_Backups_Nov2016/results/PH3_8_11_120042_CH1_parent-PH1_6_28_095126_CH1_parent-Start_4","Learnability","Start_4"
5,NA,"broccoli_paprika_aardbei_appel_____________",-1,"dotsduo","8_11_2016_121354","PH3_8_11_120042_CH1_parent-PH1_6_28_095126_CH1_parent-Start_4","PH3_8_11_120042_CH1_parent-PH1_6_28_095126_CH1_parent-Start_4","PH1_6_28_095126_CH1_parent-Start_4.lang","Part1","PH3","2016-08-11T10:13:54.234Z",12,"../Backups/ILMLEX_Backups_Nov2016/results/PH3_8_11_120042_CH1_parent-PH1_6_28_095126_CH1_parent-Start_4","Learnability","Start_4"
6,NA,"broccoli_paprika_aardbei_appel_____________",-1,"dotslines","8_11_2016_121217","PH3_8_11_120042_CH1_parent-PH1_6_28_095126_CH1_parent-Start_4","PH3_8_11_120042_CH1_parent-PH1_6_28_095126_CH1_parent-Start_4","PH1_6_28_095126_CH1_parent-Start_4.lang","Part1","PH3","2016-08-11T10:12:17.971Z",3,"../Backups/ILMLEX_Backups_Nov2016/results/PH3_8_11_120042_CH1_parent-PH1_6_28_095126_CH1_parent-Start_4","Learnability","Start_4"
7,NA,"broccoli_paprika_aardbei_appel_____________",-1,"echodots","8_11_2016_121430","PH3_8_11_120042_CH1_parent-PH1_6_28_095126_CH1_parent-Start_4","PH3_8_11_120042_CH1_parent-PH1_6_28_095126_CH1_parent-Start_4","PH1_6_28_095126_CH1_parent-Start_4.lang","Part1","PH3","2016-08-11T10:14:30.874Z",15,"../Backups/ILMLEX_Backups_Nov2016/results/PH3_8_11_120042_CH1_parent-PH1_6_28_095126_CH1_parent-Start_4","Learnability","Start_4"
8,NA,"broccoli_paprika_aardbei_appel_____________",-1,"triarrow","8_11_2016_121238","PH3_8_11_120042_CH1_parent-PH1_6_28_095126_CH1_parent-Start_4","PH3_8_11_120042_CH1_parent-PH1_6_28_095126_CH1_parent-Start_4","PH1_6_28_095126_CH1_parent-Start_4.lang","Part1","PH3","2016-08-11T10:12:38.290Z",5,"../Backups/ILMLEX_Backups_Nov2016/results/PH3_8_11_120042_CH1_parent-PH1_6_28_095126_CH1_parent-Start_4","Learnability","Start_4"
9,NA,"broccoli_paprika_aardbei_appel_____________",-1,"arrowstripes","8_11_2016_121200","PH3_8_11_120042_CH1_parent-PH1_6_28_095126_CH1_parent-Start_4","PH3_8_11_120042_CH1_parent-PH1_6_28_095126_CH1_parent-Start_4","PH1_6_28_095126_CH1_parent-Start_4.lang","Part1","PH3","2016-08-11T10:12:00.237Z",1,"../Backups/ILMLEX_Backups_Nov2016/results/PH3_8_11_120042_CH1_parent-PH1_6_28_095126_CH1_parent-Start_4","Learnability","Start_4"
10,NA,"broccoli_paprika_aardbei_appel_____________",-1,"arrowtristripes","8_11_2016_121402","PH3_8_11_120042_CH1_parent-PH1_6_28_095126_CH1_parent-Start_4","PH3_8_11_120042_CH1_parent-PH1_6_28_095126_CH1_parent-Start_4","PH1_6_28_095126_CH1_parent-Start_4.lang","Part1","PH3","2016-08-11T10:14:02.973Z",13,"../Backups/ILMLEX_Backups_Nov2016/results/PH3_8_11_120042_CH1_parent-PH1_6_28_095126_CH1_parent-Start_4","Learnability","Start_4"
11,NA,"broccoli_paprika_aardbei_appel_____________",-1,"arrowtristripes","8_11_2016_121425","PH3_8_11_120042_CH1_parent-PH1_6_28_095126_CH1_parent-Start_4","PH3_8_11_120042_CH1_parent-PH1_6_28_095126_CH1_parent-Start_4","PH1_6_28_095126_CH1_parent-Start_4.lang","Part1","PH3","2016-08-11T10:14:25.630Z",14,"../Backups/ILMLEX_Backups_Nov2016/results/PH3_8_11_120042_CH1_parent-PH1_6_28_095126_CH1_parent-Start_4","Learnability","Start_4"
12,NA,"broccoli_paprika_aardbei_appel_____________",-1,"duofishlines","8_11_2016_121259","PH3_8_11_120042_CH1_parent-PH1_6_28_095126_CH1_parent-Start_4","PH3_8_11_120042_CH1_parent-PH1_6_28_095126_CH1_parent-Start_4","PH1_6_28_095126_CH1_parent-Start_4.lang","Part1","PH3","2016-08-11T10:12:59.908Z",7,"../Backups/ILMLEX_Backups_Nov2016/results/PH3_8_11_120042_CH1_parent-PH1_6_28_095126_CH1_parent-Start_4","Learnability","Start_4"
13,NA,"broccoli_paprika_aardbei_appel_____________",-1,"linestristar","8_11_2016_121441","PH3_8_11_120042_CH1_parent-PH1_6_28_095126_CH1_parent-Start_4","PH3_8_11_120042_CH1_parent-PH1_6_28_095126_CH1_parent-Start_4","PH1_6_28_095126_CH1_parent-Start_4.lang","Part1","PH3","2016-08-11T10:14:41.863Z",16,"../Backups/ILMLEX_Backups_Nov2016/results/PH3_8_11_120042_CH1_parent-PH1_6_28_095126_CH1_parent-Start_4","Learnability","Start_4"
14,NA,"broccoli_paprika_aardbei_appel_____________",-1,"solostripes","8_11_2016_121306","PH3_8_11_120042_CH1_parent-PH1_6_28_095126_CH1_parent-Start_4","PH3_8_11_120042_CH1_parent-PH1_6_28_095126_CH1_parent-Start_4","PH1_6_28_095126_CH1_parent-Start_4.lang","Part1","PH3","2016-08-11T10:13:06.889Z",8,"../Backups/ILMLEX_Backups_Nov2016/results/PH3_8_11_120042_CH1_parent-PH1_6_28_095126_CH1_parent-Start_4","Learnability","Start_4"
15,NA,"broccoli_paprika_aardbei_appel_____________",-1,"fishlines","8_11_2016_121244","PH3_8_11_120042_CH1_parent-PH1_6_28_095126_CH1_parent-Start_4","PH3_8_11_120042_CH1_parent-PH1_6_28_095126_CH1_parent-Start_4","PH1_6_28_095126_CH1_parent-Start_4.lang","Part1","PH3","2016-08-11T10:12:44.307Z",6,"../Backups/ILMLEX_Backups_Nov2016/results/PH3_8_11_120042_CH1_parent-PH1_6_28_095126_CH1_parent-Start_4","Learnability","Start_4"
0,NA,"broccoli_paprika_aardbei_appel_____________",-1,"lanablocks","8_11_2016_141542","PH3_8_11_140112_CH1_parent-PH2_6_23_094112_CH1_parent-Start_4","PH3_8_11_140112_CH1_parent-PH2_6_23_094112_CH1_parent-Start_4","PH2_6_23_094112_CH1_parent-Start_4.lang","Part1","PH3","2016-08-11T12:15:42.591Z",13,"../Backups/ILMLEX_Backups_Nov2016/results/PH3_8_11_140112_CH1_parent-PH2_6_23_094112_CH1_parent-Start_4","Learnability","Start_4"
1,NA,"broccoli_paprika_aardbei_appel_____________",-1,"nnblocks","8_11_2016_141456","PH3_8_11_140112_CH1_parent-PH2_6_23_094112_CH1_parent-Start_4","PH3_8_11_140112_CH1_parent-PH2_6_23_094112_CH1_parent-Start_4","PH2_6_23_094112_CH1_parent-Start_4.lang","Part1","PH3","2016-08-11T12:14:56.058Z",9,"../Backups/ILMLEX_Backups_Nov2016/results/PH3_8_11_140112_CH1_parent-PH2_6_23_094112_CH1_parent-Start_4","Learnability","Start_4"
2,NA,"broccoli_paprika_aardbei_appel_____________",-1,"hupiblocks","8_11_2016_141422","PH3_8_11_140112_CH1_parent-PH2_6_23_094112_CH1_parent-Start_4","PH3_8_11_140112_CH1_parent-PH2_6_23_094112_CH1_parent-Start_4","PH2_6_23_094112_CH1_parent-Start_4.lang","Part1","PH3","2016-08-11T12:14:22.530Z",6,"../Backups/ILMLEX_Backups_Nov2016/results/PH3_8_11_140112_CH1_parent-PH2_6_23_094112_CH1_parent-Start_4","Learnability","Start_4"
3,NA,"broccoli_paprika_aardbei_appel_____________",-1,"lanablocks","8_11_2016_141413","PH3_8_11_140112_CH1_parent-PH2_6_23_094112_CH1_parent-Start_4","PH3_8_11_140112_CH1_parent-PH2_6_23_094112_CH1_parent-Start_4","PH2_6_23_094112_CH1_parent-Start_4.lang","Part1","PH3","2016-08-11T12:14:13.064Z",5,"../Backups/ILMLEX_Backups_Nov2016/results/PH3_8_11_140112_CH1_parent-PH2_6_23_094112_CH1_parent-Start_4","Learnability","Start_4"
4,NA,"broccoli_paprika_aardbei_appel_____________",-1,"npikdots","8_11_2016_141343","PH3_8_11_140112_CH1_parent-PH2_6_23_094112_CH1_parent-Start_4","PH3_8_11_140112_CH1_parent-PH2_6_23_094112_CH1_parent-Start_4","PH2_6_23_094112_CH1_parent-Start_4.lang","Part1","PH3","2016-08-11T12:13:43.454Z",4,"../Backups/ILMLEX_Backups_Nov2016/results/PH3_8_11_140112_CH1_parent-PH2_6_23_094112_CH1_parent-Start_4","Learnability","Start_4"
5,NA,"broccoli_paprika_aardbei_appel_____________",-1,"mopidots","8_11_2016_141335","PH3_8_11_140112_CH1_parent-PH2_6_23_094112_CH1_parent-Start_4","PH3_8_11_140112_CH1_parent-PH2_6_23_094112_CH1_parent-Start_4","PH2_6_23_094112_CH1_parent-Start_4.lang","Part1","PH3","2016-08-11T12:13:35.014Z",3,"../Backups/ILMLEX_Backups_Nov2016/results/PH3_8_11_140112_CH1_parent-PH2_6_23_094112_CH1_parent-Start_4","Learnability","Start_4"
6,NA,"broccoli_paprika_aardbei_appel_____________",-1,"hupidots","8_11_2016_141318","PH3_8_11_140112_CH1_parent-PH2_6_23_094112_CH1_parent-Start_4","PH3_8_11_140112_CH1_parent-PH2_6_23_094112_CH1_parent-Start_4","PH2_6_23_094112_CH1_parent-Start_4.lang","Part1","PH3","2016-08-11T12:13:18.386Z",1,"../Backups/ILMLEX_Backups_Nov2016/results/PH3_8_11_140112_CH1_parent-PH2_6_23_094112_CH1_parent-Start_4","Learnability","Start_4"
7,NA,"broccoli_paprika_aardbei_appel_____________",-1,"nnapdotsroundtail","8_11_2016_141517","PH3_8_11_140112_CH1_parent-PH2_6_23_094112_CH1_parent-Start_4","PH3_8_11_140112_CH1_parent-PH2_6_23_094112_CH1_parent-Start_4","PH2_6_23_094112_CH1_parent-Start_4.lang","Part1","PH3","2016-08-11T12:15:17.807Z",11,"../Backups/ILMLEX_Backups_Nov2016/results/PH3_8_11_140112_CH1_parent-PH2_6_23_094112_CH1_parent-Start_4","Learnability","Start_4"
8,NA,"broccoli_paprika_aardbei_appel_____________",-1,"lanazig","8_11_2016_141531","PH3_8_11_140112_CH1_parent-PH2_6_23_094112_CH1_parent-Start_4","PH3_8_11_140112_CH1_parent-PH2_6_23_094112_CH1_parent-Start_4","PH2_6_23_094112_CH1_parent-Start_4.lang","Part1","PH3","2016-08-11T12:15:31.571Z",12,"../Backups/ILMLEX_Backups_Nov2016/results/PH3_8_11_140112_CH1_parent-PH2_6_23_094112_CH1_parent-Start_4","Learnability","Start_4"
9,NA,"broccoli_paprika_aardbei_appel_____________",-1,"napstrikes","8_11_2016_141443","PH3_8_11_140112_CH1_parent-PH2_6_23_094112_CH1_parent-Start_4","PH3_8_11_140112_CH1_parent-PH2_6_23_094112_CH1_parent-Start_4","PH2_6_23_094112_CH1_parent-Start_4.lang","Part1","PH3","2016-08-11T12:14:43.776Z",8,"../Backups/ILMLEX_Backups_Nov2016/results/PH3_8_11_140112_CH1_parent-PH2_6_23_094112_CH1_parent-Start_4","Learnability","Start_4"
10,NA,"broccoli_paprika_aardbei_appel_____________",-1,"lanastripes","8_11_2016_141505","PH3_8_11_140112_CH1_parent-PH2_6_23_094112_CH1_parent-Start_4","PH3_8_11_140112_CH1_parent-PH2_6_23_094112_CH1_parent-Start_4","PH2_6_23_094112_CH1_parent-Start_4.lang","Part1","PH3","2016-08-11T12:15:05.472Z",10,"../Backups/ILMLEX_Backups_Nov2016/results/PH3_8_11_140112_CH1_parent-PH2_6_23_094112_CH1_parent-Start_4","Learnability","Start_4"
11,NA,"broccoli_paprika_aardbei_appel_____________",-1,"napzigzagthreetail","8_11_2016_141435","PH3_8_11_140112_CH1_parent-PH2_6_23_094112_CH1_parent-Start_4","PH3_8_11_140112_CH1_parent-PH2_6_23_094112_CH1_parent-Start_4","PH2_6_23_094112_CH1_parent-Start_4.lang","Part1","PH3","2016-08-11T12:14:35.638Z",7,"../Backups/ILMLEX_Backups_Nov2016/results/PH3_8_11_140112_CH1_parent-PH2_6_23_094112_CH1_parent-Start_4","Learnability","Start_4"
12,NA,"broccoli_paprika_aardbei_appel_____________",-1,"lanastripes","8_11_2016_141326","PH3_8_11_140112_CH1_parent-PH2_6_23_094112_CH1_parent-Start_4","PH3_8_11_140112_CH1_parent-PH2_6_23_094112_CH1_parent-Start_4","PH2_6_23_094112_CH1_parent-Start_4.lang","Part1","PH3","2016-08-11T12:13:26.445Z",2,"../Backups/ILMLEX_Backups_Nov2016/results/PH3_8_11_140112_CH1_parent-PH2_6_23_094112_CH1_parent-Start_4","Learnability","Start_4"
13,NA,"broccoli_paprika_aardbei_appel_____________",-1,"lapstripes","8_11_2016_141559","PH3_8_11_140112_CH1_parent-PH2_6_23_094112_CH1_parent-Start_4","PH3_8_11_140112_CH1_parent-PH2_6_23_094112_CH1_parent-Start_4","PH2_6_23_094112_CH1_parent-Start_4.lang","Part1","PH3","2016-08-11T12:15:59.909Z",15,"../Backups/ILMLEX_Backups_Nov2016/results/PH3_8_11_140112_CH1_parent-PH2_6_23_094112_CH1_parent-Start_4","Learnability","Start_4"
14,NA,"broccoli_paprika_aardbei_appel_____________",-1,"hupistripe","8_11_2016_141607","PH3_8_11_140112_CH1_parent-PH2_6_23_094112_CH1_parent-Start_4","PH3_8_11_140112_CH1_parent-PH2_6_23_094112_CH1_parent-Start_4","PH2_6_23_094112_CH1_parent-Start_4.lang","Part1","PH3","2016-08-11T12:16:07.352Z",16,"../Backups/ILMLEX_Backups_Nov2016/results/PH3_8_11_140112_CH1_parent-PH2_6_23_094112_CH1_parent-Start_4","Learnability","Start_4"
15,NA,"broccoli_paprika_aardbei_appel_____________",-1,"mopistrikes","8_11_2016_141550","PH3_8_11_140112_CH1_parent-PH2_6_23_094112_CH1_parent-Start_4","PH3_8_11_140112_CH1_parent-PH2_6_23_094112_CH1_parent-Start_4","PH2_6_23_094112_CH1_parent-Start_4.lang","Part1","PH3","2016-08-11T12:15:50.527Z",14,"../Backups/ILMLEX_Backups_Nov2016/results/PH3_8_11_140112_CH1_parent-PH2_6_23_094112_CH1_parent-Start_4","Learnability","Start_4"
0,NA,"broccoli_paprika_aardbei_appel_____________",-1,"lanapa","8_11_2016_141506","PH3_8_11_140215_CH2_parent-PH1_6_14_114615_CH1_parent-Start_4","PH3_8_11_140215_CH2_parent-PH1_6_14_114615_CH1_parent-Start_4","PH1_6_14_114615_CH1_parent-Start_4.lang","Part1","PH3","2016-08-11T12:15:06.008Z",4,"../Backups/ILMLEX_Backups_Nov2016/results/PH3_8_11_140215_CH2_parent-PH1_6_14_114615_CH1_parent-Start_4","Learnability","Start_4"
1,NA,"broccoli_paprika_aardbei_appel_____________",-1,"mioni","8_11_2016_141446","PH3_8_11_140215_CH2_parent-PH1_6_14_114615_CH1_parent-Start_4","PH3_8_11_140215_CH2_parent-PH1_6_14_114615_CH1_parent-Start_4","PH1_6_14_114615_CH1_parent-Start_4.lang","Part1","PH3","2016-08-11T12:14:46.739Z",1,"../Backups/ILMLEX_Backups_Nov2016/results/PH3_8_11_140215_CH2_parent-PH1_6_14_114615_CH1_parent-Start_4","Learnability","Start_4"
2,NA,"broccoli_paprika_aardbei_appel_____________",-1,"hukuna","8_11_2016_141512","PH3_8_11_140215_CH2_parent-PH1_6_14_114615_CH1_parent-Start_4","PH3_8_11_140215_CH2_parent-PH1_6_14_114615_CH1_parent-Start_4","PH1_6_14_114615_CH1_parent-Start_4.lang","Part1","PH3","2016-08-11T12:15:12.099Z",5,"../Backups/ILMLEX_Backups_Nov2016/results/PH3_8_11_140215_CH2_parent-PH1_6_14_114615_CH1_parent-Start_4","Learnability","Start_4"
3,NA,"broccoli_paprika_aardbei_appel_____________",-1,"mioni","8_11_2016_141541","PH3_8_11_140215_CH2_parent-PH1_6_14_114615_CH1_parent-Start_4","PH3_8_11_140215_CH2_parent-PH1_6_14_114615_CH1_parent-Start_4","PH1_6_14_114615_CH1_parent-Start_4.lang","Part1","PH3","2016-08-11T12:15:41.950Z",11,"../Backups/ILMLEX_Backups_Nov2016/results/PH3_8_11_140215_CH2_parent-PH1_6_14_114615_CH1_parent-Start_4","Learnability","Start_4"
4,NA,"broccoli_paprika_aardbei_appel_____________",-1,"lanapa","8_11_2016_141611","PH3_8_11_140215_CH2_parent-PH1_6_14_114615_CH1_parent-Start_4","PH3_8_11_140215_CH2_parent-PH1_6_14_114615_CH1_parent-Start_4","PH1_6_14_114615_CH1_parent-Start_4.lang","Part1","PH3","2016-08-11T12:16:11.107Z",16,"../Backups/ILMLEX_Backups_Nov2016/results/PH3_8_11_140215_CH2_parent-PH1_6_14_114615_CH1_parent-Start_4","Learnability","Start_4"
5,NA,"broccoli_paprika_aardbei_appel_____________",-1,"miori","8_11_2016_141515","PH3_8_11_140215_CH2_parent-PH1_6_14_114615_CH1_parent-Start_4","PH3_8_11_140215_CH2_parent-PH1_6_14_114615_CH1_parent-Start_4","PH1_6_14_114615_CH1_parent-Start_4.lang","Part1","PH3","2016-08-11T12:15:15.810Z",6,"../Backups/ILMLEX_Backups_Nov2016/results/PH3_8_11_140215_CH2_parent-PH1_6_14_114615_CH1_parent-Start_4","Learnability","Start_4"
6,NA,"broccoli_paprika_aardbei_appel_____________",-1,"nana","8_11_2016_141457","PH3_8_11_140215_CH2_parent-PH1_6_14_114615_CH1_parent-Start_4","PH3_8_11_140215_CH2_parent-PH1_6_14_114615_CH1_parent-Start_4","PH1_6_14_114615_CH1_parent-Start_4.lang","Part1","PH3","2016-08-11T12:14:57.534Z",3,"../Backups/ILMLEX_Backups_Nov2016/results/PH3_8_11_140215_CH2_parent-PH1_6_14_114615_CH1_parent-Start_4","Learnability","Start_4"
7,NA,"broccoli_paprika_aardbei_appel_____________",-1,"miopa","8_11_2016_141528","PH3_8_11_140215_CH2_parent-PH1_6_14_114615_CH1_parent-Start_4","PH3_8_11_140215_CH2_parent-PH1_6_14_114615_CH1_parent-Start_4","PH1_6_14_114615_CH1_parent-Start_4.lang","Part1","PH3","2016-08-11T12:15:28.755Z",8,"../Backups/ILMLEX_Backups_Nov2016/results/PH3_8_11_140215_CH2_parent-PH1_6_14_114615_CH1_parent-Start_4","Learnability","Start_4"
8,NA,"broccoli_paprika_aardbei_appel_____________",-1,"lanapi","8_11_2016_141558","PH3_8_11_140215_CH2_parent-PH1_6_14_114615_CH1_parent-Start_4","PH3_8_11_140215_CH2_parent-PH1_6_14_114615_CH1_parent-Start_4","PH1_6_14_114615_CH1_parent-Start_4.lang","Part1","PH3","2016-08-11T12:15:58.545Z",14,"../Backups/ILMLEX_Backups_Nov2016/results/PH3_8_11_140215_CH2_parent-PH1_6_14_114615_CH1_parent-Start_4","Learnability","Start_4"
9,NA,"broccoli_paprika_aardbei_appel_____________",-1,"miora","8_11_2016_141453","PH3_8_11_140215_CH2_parent-PH1_6_14_114615_CH1_parent-Start_4","PH3_8_11_140215_CH2_parent-PH1_6_14_114615_CH1_parent-Start_4","PH1_6_14_114615_CH1_parent-Start_4.lang","Part1","PH3","2016-08-11T12:14:53.608Z",2,"../Backups/ILMLEX_Backups_Nov2016/results/PH3_8_11_140215_CH2_parent-PH1_6_14_114615_CH1_parent-Start_4","Learnability","Start_4"
10,NA,"broccoli_paprika_aardbei_appel_____________",-1,"hukuni","8_11_2016_141521","PH3_8_11_140215_CH2_parent-PH1_6_14_114615_CH1_parent-Start_4","PH3_8_11_140215_CH2_parent-PH1_6_14_114615_CH1_parent-Start_4","PH1_6_14_114615_CH1_parent-Start_4.lang","Part1","PH3","2016-08-11T12:15:21.498Z",7,"../Backups/ILMLEX_Backups_Nov2016/results/PH3_8_11_140215_CH2_parent-PH1_6_14_114615_CH1_parent-Start_4","Learnability","Start_4"
11,NA,"broccoli_paprika_aardbei_appel_____________",-1,"miopi","8_11_2016_141548","PH3_8_11_140215_CH2_parent-PH1_6_14_114615_CH1_parent-Start_4","PH3_8_11_140215_CH2_parent-PH1_6_14_114615_CH1_parent-Start_4","PH1_6_14_114615_CH1_parent-Start_4.lang","Part1","PH3","2016-08-11T12:15:48.953Z",12,"../Backups/ILMLEX_Backups_Nov2016/results/PH3_8_11_140215_CH2_parent-PH1_6_14_114615_CH1_parent-Start_4","Learnability","Start_4"
12,NA,"broccoli_paprika_aardbei_appel_____________",-1,"lanati","8_11_2016_141603","PH3_8_11_140215_CH2_parent-PH1_6_14_114615_CH1_parent-Start_4","PH3_8_11_140215_CH2_parent-PH1_6_14_114615_CH1_parent-Start_4","PH1_6_14_114615_CH1_parent-Start_4.lang","Part1","PH3","2016-08-11T12:16:03.533Z",15,"../Backups/ILMLEX_Backups_Nov2016/results/PH3_8_11_140215_CH2_parent-PH1_6_14_114615_CH1_parent-Start_4","Learnability","Start_4"
13,NA,"broccoli_paprika_aardbei_appel_____________",-1,"miopia","8_11_2016_141553","PH3_8_11_140215_CH2_parent-PH1_6_14_114615_CH1_parent-Start_4","PH3_8_11_140215_CH2_parent-PH1_6_14_114615_CH1_parent-Start_4","PH1_6_14_114615_CH1_parent-Start_4.lang","Part1","PH3","2016-08-11T12:15:53.743Z",13,"../Backups/ILMLEX_Backups_Nov2016/results/PH3_8_11_140215_CH2_parent-PH1_6_14_114615_CH1_parent-Start_4","Learnability","Start_4"
14,NA,"broccoli_paprika_aardbei_appel_____________",-1,"lanaki","8_11_2016_141533","PH3_8_11_140215_CH2_parent-PH1_6_14_114615_CH1_parent-Start_4","PH3_8_11_140215_CH2_parent-PH1_6_14_114615_CH1_parent-Start_4","PH1_6_14_114615_CH1_parent-Start_4.lang","Part1","PH3","2016-08-11T12:15:33.740Z",9,"../Backups/ILMLEX_Backups_Nov2016/results/PH3_8_11_140215_CH2_parent-PH1_6_14_114615_CH1_parent-Start_4","Learnability","Start_4"
15,NA,"broccoli_paprika_aardbei_appel_____________",-1,"miosi","8_11_2016_141537","PH3_8_11_140215_CH2_parent-PH1_6_14_114615_CH1_parent-Start_4","PH3_8_11_140215_CH2_parent-PH1_6_14_114615_CH1_parent-Start_4","PH1_6_14_114615_CH1_parent-Start_4.lang","Part1","PH3","2016-08-11T12:15:37.719Z",10,"../Backups/ILMLEX_Backups_Nov2016/results/PH3_8_11_140215_CH2_parent-PH1_6_14_114615_CH1_parent-Start_4","Learnability","Start_4"
0,NA,"broccoli_paprika_aardbei_appel_____________",-1,"stkmnk","8_11_2016_152054","PH3_8_11_150709_CH2_parent-PH2_6_9_095038_CH1_parent-Start_4","PH3_8_11_150709_CH2_parent-PH2_6_9_095038_CH1_parent-Start_4","PH2_6_9_095038_CH1_parent-Start_4.lang","Part1","PH3","2016-08-11T13:20:54.287Z",14,"../Backups/ILMLEX_Backups_Nov2016/results/PH3_8_11_150709_CH2_parent-PH2_6_9_095038_CH1_parent-Start_4","Learnability","Start_4"
1,NA,"broccoli_paprika_aardbei_appel_____________",-1,"bolhrstk","8_11_2016_151956","PH3_8_11_150709_CH2_parent-PH2_6_9_095038_CH1_parent-Start_4","PH3_8_11_150709_CH2_parent-PH2_6_9_095038_CH1_parent-Start_4","PH2_6_9_095038_CH1_parent-Start_4.lang","Part1","PH3","2016-08-11T13:19:56.025Z",6,"../Backups/ILMLEX_Backups_Nov2016/results/PH3_8_11_150709_CH2_parent-PH2_6_9_095038_CH1_parent-Start_4","Learnability","Start_4"
2,NA,"broccoli_paprika_aardbei_appel_____________",-1,"venkrstk","8_11_2016_152006","PH3_8_11_150709_CH2_parent-PH2_6_9_095038_CH1_parent-Start_4","PH3_8_11_150709_CH2_parent-PH2_6_9_095038_CH1_parent-Start_4","PH2_6_9_095038_CH1_parent-Start_4.lang","Part1","PH3","2016-08-11T13:20:06.402Z",7,"../Backups/ILMLEX_Backups_Nov2016/results/PH3_8_11_150709_CH2_parent-PH2_6_9_095038_CH1_parent-Start_4","Learnability","Start_4"
3,NA,"broccoli_paprika_aardbei_appel_____________",-1,"pinrstk","8_11_2016_152031","PH3_8_11_150709_CH2_parent-PH2_6_9_095038_CH1_parent-Start_4","PH3_8_11_150709_CH2_parent-PH2_6_9_095038_CH1_parent-Start_4","PH2_6_9_095038_CH1_parent-Start_4.lang","Part1","PH3","2016-08-11T13:20:31.898Z",10,"../Backups/ILMLEX_Backups_Nov2016/results/PH3_8_11_150709_CH2_parent-PH2_6_9_095038_CH1_parent-Start_4","Learnability","Start_4"
4,NA,"broccoli_paprika_aardbei_appel_____________",-1,"lanstrpvt","8_11_2016_151910","PH3_8_11_150709_CH2_parent-PH2_6_9_095038_CH1_parent-Start_4","PH3_8_11_150709_CH2_parent-PH2_6_9_095038_CH1_parent-Start_4","PH2_6_9_095038_CH1_parent-Start_4.lang","Part1","PH3","2016-08-11T13:19:10.241Z",2,"../Backups/ILMLEX_Backups_Nov2016/results/PH3_8_11_150709_CH2_parent-PH2_6_9_095038_CH1_parent-Start_4","Learnability","Start_4"
5,NA,"broccoli_paprika_aardbei_appel_____________",-1,"stkrst","8_11_2016_152100","PH3_8_11_150709_CH2_parent-PH2_6_9_095038_CH1_parent-Start_4","PH3_8_11_150709_CH2_parent-PH2_6_9_095038_CH1_parent-Start_4","PH2_6_9_095038_CH1_parent-Start_4.lang","Part1","PH3","2016-08-11T13:21:00.423Z",15,"../Backups/ILMLEX_Backups_Nov2016/results/PH3_8_11_150709_CH2_parent-PH2_6_9_095038_CH1_parent-Start_4","Learnability","Start_4"
6,NA,"broccoli_paprika_aardbei_appel_____________",-1,"hjnks","8_11_2016_151931","PH3_8_11_150709_CH2_parent-PH2_6_9_095038_CH1_parent-Start_4","PH3_8_11_150709_CH2_parent-PH2_6_9_095038_CH1_parent-Start_4","PH2_6_9_095038_CH1_parent-Start_4.lang","Part1","PH3","2016-08-11T13:19:31.662Z",4,"../Backups/ILMLEX_Backups_Nov2016/results/PH3_8_11_150709_CH2_parent-PH2_6_9_095038_CH1_parent-Start_4","Learnability","Start_4"
7,NA,"broccoli_paprika_aardbei_appel_____________",-1,"venblhrs","8_11_2016_152025","PH3_8_11_150709_CH2_parent-PH2_6_9_095038_CH1_parent-Start_4","PH3_8_11_150709_CH2_parent-PH2_6_9_095038_CH1_parent-Start_4","PH2_6_9_095038_CH1_parent-Start_4.lang","Part1","PH3","2016-08-11T13:20:25.814Z",9,"../Backups/ILMLEX_Backups_Nov2016/results/PH3_8_11_150709_CH2_parent-PH2_6_9_095038_CH1_parent-Start_4","Learnability","Start_4"
